Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-gmc-envoy-suv-4dr-129-1,SUV,4,,,,,129.1,207.9,74.8,72,62.2,62.2,,,,,,,,,
nhtsa-gmc-hummer-ev-pickup-pickup-4dr-135-8,Pickup,4,,,,,135.8,216.9,86.6,79.1,73.2,73.2,,,,,,,,,
nhtsa-gmc-hummer-ev-pickup-pickup-4dr-135-8-2,Pickup,4,,,,,135.8,216.9,86.6,79.1,74.8,74,,,,,,,,,
nhtsa-gmc-hummer-ev-pickup-suv-126-8,SUV,,,,,,126.8,196.9,86.6,78,73.2,73.2,,,,,,,,,
nhtsa-gmc-hummer-ev-suv-suv-126-8,SUV,,,,,,126.8,196.9,86.6,78,74.8,74,,,,,,,,,
nhtsa-gmc-rally-10-body-109-8,,,,,,,109.8,178.3,79.5,81.9,55.9,54.7,,,,,,,,,
nhtsa-gmc-rally-1500-body-109-8,,,,,,,109.8,178.3,79.5,81.9,,,,,,,,,,,
nhtsa-gmc-rally-1500-body-125-2,,,,,,,125.2,202.4,79.5,79.5,,,,,,,,,,,
nhtsa-gmc-rally-20-body-125-2,,,,,,,125.2,202,79.5,81.9,68.1,68.9,,,,,,,,,
nhtsa-gmc-rally-2500-body-125-2,,,,,,,125.2,202.4,79.5,81.9,,,,,,,,,,,
nhtsa-gmc-rally-2500-body-125-2-2,,,,,,,125.2,202.4,79.5,79.5,,,,,,,,,,,
nhtsa-gmc-rally-30-body-125-2,,,,,,,125.2,202,79.5,81.9,64.6,65,,,,,,,,,
nhtsa-gmc-rally-3500-body-125-2,,,,,,,125.2,202.4,79.5,81.9,,,,,,,,,,,
nhtsa-gmc-rally-3500-body-125-2-2,,,,,,,125.2,202.4,79.5,79.5,,,,,,,,,,,
nhtsa-gmc-rally-3500-body-146-1,,,,,,,146.1,223.2,79.5,81.9,,,,,,,,,,,
nhtsa-gmc-rally-3500-body-146-1-2,,,,,,,146.1,223.2,79.5,82.3,,,,,,,,,,,
nhtsa-gmc-rally-van-109-8,Van,,,,,,109.8,178.3,79.5,81.9,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-108-3,,,,,,,108.3,178,64.6,63,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-108-3-2,,,,,,,108.3,178,64.6,59.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-118-1,,,,,,,118.1,194.1,64.6,63,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-118-1-2,,,,,,,118.1,194.1,64.6,59.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-2dr-100-4,,2,,,,,100.4,170.5,64.6,64.6,,,,,,,,,,,
nhtsa-gmc-s15-pickup-body-2dr-99-6,,2,,,,,99.6,170.5,65.4,65,,,,,,,,,,,
nhtsa-gmc-s15-pickup-coupe-122-8,Coupe,,,,,,122.8,192.9,65,61.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-coupe-122-8-2,Coupe,,,,,,122.8,192.9,65,63.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-extended-122-8,Pickup,,Extended,,,,122.8,192.9,64.6,63,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-extended-122-8-2,Pickup,,Extended,,,,122.8,192.9,64.6,59.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-regular-108-3,Pickup,,Regular,,,,108.3,178.3,65,61.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-regular-108-3-2,Pickup,,Regular,,,,108.3,178.3,65,63.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-regular-118-1,Pickup,,Regular,,,,118.1,194.1,65,61.4,,,,,,,,,,,
nhtsa-gmc-s15-pickup-pickup-regular-118-1-2,Pickup,,Regular,,,,118.1,194.1,65,63.4,,,,,,,,,,,
nhtsa-gmc-safari-body-111,,,,,,,111,176.8,77.2,71.7,,,,,,,,,,,
nhtsa-gmc-safari-body-111-2,,,,,,,111,187,77.2,74.8,,,,,,,,,,,
nhtsa-gmc-safari-body-111-3,,,,,,,111,176.8,77.2,74,,,,,,,,,,,
nhtsa-gmc-safari-body-111-4,,,,,,,111,176.8,77.6,76.4,65,65,,,,,,,,,
nhtsa-gmc-safari-body-111-5,,,,,,,111,187,77.6,76.4,65,65,,,,,,,,,
nhtsa-gmc-safari-body-111-6,,,,,,,111,189.8,77.6,76.4,65,65.4,,,,,,,,,
nhtsa-gmc-safari-body-111-7,,,,,,,111,189.8,77.6,75.2,65,65.4,,,,,,,,,
nhtsa-gmc-safari-van-111,Van,,,,,,111,187,77.2,73.6,65.7,65.7,,,,,,,,,
nhtsa-gmc-safari-van-111-2,Van,,,,,,111,176.8,77.2,74,,,,,,,,,,,
nhtsa-gmc-safari-van-111-3,Van,,,,,,111,187,77.2,73.6,,,,,,,,,,,
nhtsa-gmc-safari-wagon-111,Wagon,,,,,,111,176.8,77.2,73.6,,,,,,,,,,,
nhtsa-gmc-safari-wagon-111-2,Wagon,,,,,,111,187,77.2,73.6,,,,,,,,,,,
nhtsa-gmc-safari-wagon-111-3,Wagon,,,,,,111,176.8,77.2,74,,,,,,,,,,,
nhtsa-gmc-safari-wagon-111-4,Wagon,,,,,,111,176.8,77.6,76.4,65,65,,,,,,,,,
nhtsa-gmc-safari-wagon-111-5,Wagon,,,,,,111,187,77.6,76.4,65,65,,,,,,,,,
nhtsa-gmc-safari-wagon-111-6,Wagon,,,,,,111,189.8,77.6,76.4,65,65.4,,,,,,,,,
nhtsa-gmc-safari-wagon-111-7,Wagon,,,,,,111,189.8,77.6,74.8,65,65.4,,,,,,,,,
nhtsa-gmc-savana-1500-body-135,,,,,,,135,218.9,79.5,,66.5,66.9,,,,,,,,,
nhtsa-gmc-savana-1500-van-135,Van,,,,,,135,224,79.5,81.5,68.1,67.7,,,,,,,,,
nhtsa-gmc-savana-2500-body-135,,,,,,,135,218.9,79.5,,66.5,66.9,,,,,,,,,
nhtsa-gmc-savana-2500-body-155-1,,,,,,,155.1,239,79.5,,66.5,66.9,,,,,,,,,
nhtsa-gmc-savana-2500-van-135,Van,,,,,,135,224,79.5,81.5,68.1,67.7,,,,,,,,,
nhtsa-gmc-savana-2500-van-155-1,Van,,,,,,155.1,244.1,79.5,81.9,68.1,67.7,,,,,,,,,
nhtsa-gmc-savana-3500-body-135,,,,,,,135,218.9,79.5,,66.5,66.9,,,,,,,,,
nhtsa-gmc-savana-3500-body-155-1,,,,,,,155.1,239,79.5,,66.5,66.9,,,,,,,,,
nhtsa-gmc-savana-3500-van-135,Van,,,,,,135,224,79.5,81.5,68.1,67.7,,,,,,,,,
nhtsa-gmc-savana-3500-van-155-1,Van,,,,,,155.1,244.1,79.5,81.9,68.1,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-coupe-long-155-5,Coupe,,,,,,155.5,237,76.8,71.3,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-coupe-long-155-5-2,Coupe,,,,,,155.5,237,76.8,70.5,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-coupe-short-141-3,Coupe,,,,,,141.3,218.1,77.2,70.5,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-coupe-short-141-3-2,Coupe,,,,,,141.3,218.1,76.8,71.3,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-coupe-short-141-3-3,Coupe,,,,,,141.3,218.1,76.8,70.5,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-limited-pickup-double-standard-143-7,Pickup,,Double,,,,143.7,225.6,79.9,74,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-4dr-145-7,Pickup,4,,,,,145.7,233.1,83.9,78.7,68.9,68.9,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-short-143-7,Pickup,,Crew,,,,143.7,224.8,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-short-143-7-2,Pickup,,Crew,,,,143.7,224.8,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-short-143-7-3,Pickup,,Crew,,,,143.7,224.4,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-short-143-7-4,Pickup,,Crew,,,,143.7,225.6,79.9,74,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-short-147-2,Pickup,,Crew,,,,147.2,231.9,81.1,75.6,68.1,68.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-standard-153-1,Pickup,,Crew,,,,153.1,235.4,79.9,73.6,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-standard-153-1-2,Pickup,,Crew,,,,153.1,235.4,79.9,74,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-crew-standard-156-7,Pickup,,Crew,,,,156.7,241.3,81.1,75.6,68.1,68.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-double-standard-143-7,Pickup,,Double,,,,143.7,225.6,79.9,74,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-double-standard-147-2,Pickup,,Double,,,,147.2,231.9,81.1,75.6,68.1,68.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5,Pickup,,Extended,,,,157.5,241.3,78.3,70.9,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-2,Pickup,,Extended,,,,157.5,241.3,78.3,73.6,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-3,Pickup,,Extended,,,,157.5,241.3,79.5,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-4,Pickup,,Extended,,,,157.5,241.3,79.5,70.9,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-5,Pickup,,Extended,,,,157.5,243.7,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-6,Pickup,,Extended,,,,157.5,243.7,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-long-157-5-7,Pickup,,Extended,,,,157.5,243.3,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-133-9,Pickup,,Extended,,,,133.9,214.6,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-133-9-2,Pickup,,Extended,,,,133.9,215,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-133-9-3,Pickup,,Extended,,,,133.9,215,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7,Pickup,,Extended,,,,143.7,222.4,78.3,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-2,Pickup,,Extended,,,,143.7,222.4,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-3,Pickup,,Extended,,,,143.7,222.4,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-4,Pickup,,Extended,,,,143.7,222.4,79.5,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-5,Pickup,,Extended,,,,143.7,224.8,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-6,Pickup,,Extended,,,,143.7,224.8,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-7,Pickup,,Extended,,,,143.7,224.8,83.5,76.4,65,,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-short-143-7-8,Pickup,,Extended,,,,143.7,224.8,83.5,71.3,65,,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-standard-143-7,Pickup,,Extended,,,,143.7,224.8,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-standard-143-7-2,Pickup,,Extended,,,,143.7,224.8,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-standard-143-7-3,Pickup,,Extended,,,,143.7,224.8,83.5,71.3,65,,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-standard-143-7-4,Pickup,,Extended,,,,143.7,224.8,83.5,76.4,65,,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-extended-standard-143-7-5,Pickup,,Extended,,,,143.7,224.4,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-118-9,Pickup,,Regular,,,,118.9,200,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-131-5,Pickup,,Regular,,,,131.5,212.6,76.8,70.5,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-131-5-2,Pickup,,Regular,,,,131.5,212.6,76.8,71.3,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1,Pickup,,Regular,,,,133.1,216.9,78.3,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-2,Pickup,,Regular,,,,133.1,216.9,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-3,Pickup,,Regular,,,,133.1,216.9,78.3,70.9,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-4,Pickup,,Regular,,,,133.1,219.3,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-5,Pickup,,Regular,,,,133.1,219.3,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-6,Pickup,,Regular,,,,133.1,218.9,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-133-1-7,Pickup,,Regular,,,,133.1,220.1,79.9,73.6,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-long-139-4,Pickup,,Regular,,,,139.4,229.5,81.1,75.6,68.1,68.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-117-3,Pickup,,Regular,,,,117.3,194.1,76.8,70.5,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-117-3-2,Pickup,,Regular,,,,117.3,194.1,76.8,71.3,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-118-9,Pickup,,Regular,,,,118.9,197.6,78.3,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-118-9-2,Pickup,,Regular,,,,118.9,197.6,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-118-9-3,Pickup,,Regular,,,,118.9,200,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-118-9-4,Pickup,,Regular,,,,118.9,200,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-short-126-4,Pickup,,Regular,,,,126.4,211,81.1,75.6,68.1,68.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-standard-118-9,Pickup,,Regular,,,,118.9,200,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-standard-118-9-2,Pickup,,Regular,,,,118.9,200,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-standard-118-9-3,Pickup,,Regular,,,,118.9,200,79.9,74,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-regular-standard-118-9-4,Pickup,,Regular,,,,118.9,201.2,79.9,74,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-1500-pickup-short-143-7,Pickup,,,,,,143.7,222.4,83.5,74,65,,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-short-153-1,Pickup,,Crew,,,,153.1,234.3,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-short-153-1-2,Pickup,,Crew,,,,153.1,234.3,83.5,74,68.5,,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-standard-153-1,Pickup,,Crew,,,,153.1,234.3,79.5,71.3,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-standard-153-1-2,Pickup,,Crew,,,,153.1,234.3,79.5,76.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-standard-153-1-3,Pickup,,Crew,,,,153.1,234.3,83.5,76.4,68.5,,,,,,,,,,
nhtsa-gmc-sierra-1500hd-pickup-crew-standard-153-1-4,Pickup,,Crew,,,,153.1,234.3,83.5,71.3,68.5,,,,,,,,,,
nhtsa-gmc-sierra-2500-coupe-long-155-5,Coupe,,,,,,155.5,237,76.8,72.8,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-coupe-long-155-5-2,Coupe,,,,,,155.5,237,76.8,74.4,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-coupe-short-141-3,Coupe,,,,,,141.3,218.1,76.8,68.9,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-coupe-short-141-3-2,Coupe,,,,,,141.3,218.1,76.8,74.4,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-long-157-5,Pickup,,Extended,,,,157.5,241.3,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-long-157-5-2,Pickup,,Extended,,,,157.5,241.3,78.3,74.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-short-143-7,Pickup,,Extended,,,,143.7,222.4,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-short-143-7-2,Pickup,,Extended,,,,143.7,222.4,78.3,74.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-short-143-7-3,Pickup,,Extended,,,,143.7,224.8,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-extended-standard-143-7,Pickup,,Extended,,,,143.7,224.8,79.5,76.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-long-131-5,Pickup,,Regular,,,,131.5,212.6,76.8,72.8,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-long-131-5-2,Pickup,,Regular,,,,131.5,212.6,76.8,74.4,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-long-133-1,Pickup,,Regular,,,,133.1,216.9,78.3,74,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-long-133-1-2,Pickup,,Regular,,,,133.1,216.9,78.3,74.4,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-long-133-1-3,Pickup,,Regular,,,,133.1,216.9,79.5,71.3,65,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-short-117-3,Pickup,,Regular,,,,117.3,194.1,76.8,72.8,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500-pickup-regular-short-117-3-2,Pickup,,Regular,,,,117.3,194.1,76.8,74.4,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-166-9,Pickup,,Crew,,,,166.9,251.2,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-166-9-2,Pickup,,Crew,,,,166.9,251.2,79.5,,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-166-9-3,Pickup,,Crew,,,,166.9,253.1,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-167-7,Pickup,,Crew,,,,167.7,253.5,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-167-7-2,Pickup,,Crew,,,,167.7,254.3,79.9,78,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-long-172,Pickup,,Crew,,,,172,266.1,81.9,79.9,67.3,68.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-short-153-1,Pickup,,Crew,,,,153.1,232.3,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-short-153-1-2,Pickup,,Crew,,,,153.1,232.3,79.5,,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-short-153-1-3,Pickup,,Crew,,,,153.1,234.3,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-standard-153-1,Pickup,,Crew,,,,153.1,234.3,79.5,71.3,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-standard-153-1-2,Pickup,,Crew,,,,153.1,234.3,79.5,76.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-standard-153-5,Pickup,,Crew,,,,153.5,235.4,79.9,78.3,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-standard-153-9,Pickup,,Crew,,,,153.9,234.6,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-crew-standard-159-1,Pickup,,Crew,,,,159.1,250,81.9,79.9,67.3,68.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-double-long-158-3,Pickup,,Double,,,,158.3,244.9,79.9,78,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-double-long-162-6,Pickup,,Double,,,,162.6,256.3,81.9,79.9,67.3,68.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-double-standard-144-1,Pickup,,Double,,,,144.1,225.6,79.9,78,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-double-standard-149-6,Pickup,,Double,,,,149.6,240.6,81.9,79.9,67.3,68.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-long-157-5,Pickup,,Extended,,,,157.5,241.3,79.5,74.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-long-157-5-2,Pickup,,Extended,,,,157.5,241.3,79.5,,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-long-157-5-3,Pickup,,Extended,,,,157.5,243.7,79.5,74.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-long-157-5-4,Pickup,,Extended,,,,157.5,243.7,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-long-157-5-5,Pickup,,Extended,,,,157.5,243.3,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-short-143-7,Pickup,,Extended,,,,143.7,222.4,78.3,74.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-short-143-7-2,Pickup,,Extended,,,,143.7,222.4,78.3,,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-short-143-7-3,Pickup,,Extended,,,,143.7,224.8,78.3,74.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-short-143-7-4,Pickup,,Extended,,,,143.7,224.8,78.3,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-standard-143-7,Pickup,,Extended,,,,143.7,224.8,79.5,71.3,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-standard-143-7-2,Pickup,,Extended,,,,143.7,224.8,79.5,76.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-extended-standard-143-7-3,Pickup,,Extended,,,,143.7,224.4,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-1,Pickup,,Regular,,,,133.1,216.9,79.5,71.3,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-1-2,Pickup,,Regular,,,,133.1,216.9,79.5,,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-1-3,Pickup,,Regular,,,,133.1,219.3,79.5,71.3,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-1-4,Pickup,,Regular,,,,133.1,219.3,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-1-5,Pickup,,Regular,,,,133.1,218.9,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-133-5,Pickup,,Regular,,,,133.5,220.1,79.9,78,68.9,67.7,,,,,,,,,
nhtsa-gmc-sierra-2500hd-pickup-regular-long-141-7,Pickup,,Regular,,,,141.7,235.4,81.9,79.9,67.3,68.1,,,,,,,,,
nhtsa-gmc-sierra-3500-coupe-long-155-5,Coupe,,,,,,155.5,237,77.2,,68.5,72.8,,,,,,,,,
nhtsa-gmc-sierra-3500-coupe-long-155-5-2,Coupe,,,,,,155.5,237,94.5,75.6,62.6,72.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-166-9,Pickup,,Crew,,,,166.9,251.2,96.1,74,68.5,74.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-166-9-2,Pickup,,Crew,,,,166.9,251.2,96.1,,68.5,74.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-166-9-3,Pickup,,Crew,,,,166.9,253.1,96.1,74,68.5,74.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-166-9-4,Pickup,,Crew,,,,166.9,253.1,79.5,74,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-166-9-5,Pickup,,Crew,,,,166.9,253.1,79.5,76.4,68.5,66.1,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-167-7,Pickup,,Crew,,,,167.7,253.5,96.1,78,68.5,,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-167-7-2,Pickup,,Crew,,,,167.7,253.5,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-168-5,Pickup,,Crew,,,,168.5,250.8,94.5,,62.6,72.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-168-5-2,Pickup,,Crew,,,,168.5,250.8,77.2,,62.6,63.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-168-5-3,Pickup,,Crew,,,,168.5,250.8,77.2,,68.5,63.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-long-168-5-4,Pickup,,Crew,,,,168.5,250.8,94.5,,68.5,72.8,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-crew-standard-153-9,Pickup,,Crew,,,,153.9,234.6,79.9,78,68.5,67.3,,,,,,,,,
nhtsa-gmc-sierra-3500-pickup-extended-long-157-5,Pickup,,Extended,,,,157.5,241.3,79.5,74.4,68.5,74.8,,,,,,,,,
